seed,lambda,qtd_treino,qtd_treino_real,qtd_treino_sintetico,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,menores20_accuracy,menores20_balanced_accuracy,menores20_f1_macro,menores20_f1_weighted,menores20_precision_macro,menores20_recall_macro,maiores20_accuracy,maiores20_balanced_accuracy,maiores20_f1_macro,maiores20_f1_weighted,maiores20_precision_macro,maiores20_recall_macro,interesse_accuracy,interesse_balanced_accuracy,interesse_f1_macro,interesse_f1_weighted,interesse_precision_macro,interesse_recall_macro
4380,0.32000000,11980,10054,1926,0.82387863,0.86332408,0.82788739,0.82482991,0.85460413,0.86332408,0.61666667,0.77797619,0.51687472,0.67361149,0.59375000,0.48623512,0.88254665,0.92059031,0.51716738,0.89487796,0.52845198,0.54152371,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.34000000,11980,9931,2049,0.82321900,0.86553957,0.82843792,0.82460988,0.85119958,0.86553957,0.62500000,0.79047619,0.52520805,0.68250037,0.59375000,0.49404762,0.88144896,0.91983547,0.51682251,0.89392102,0.52755243,0.54107969,0.96989967,0.92539712,0.57862447,0.97843362,0.58104396,0.57837320
4380,0.36000000,11988,9813,2175,0.82288918,0.86821734,0.82910153,0.82392193,0.85317837,0.86821734,0.62500000,0.80297619,0.56244414,0.67916704,0.63333333,0.53531746,0.88035126,0.91932265,0.51629241,0.89236303,0.52719620,0.54077803,0.96989967,0.92539712,0.57862447,0.97843362,0.58104396,0.57837320
4380,0.38000000,11978,9690,2288,0.82321900,0.87073575,0.82984456,0.82454664,0.84968749,0.87073575,0.63333333,0.81547619,0.57133303,0.68805593,0.63333333,0.54365079,0.88035126,0.91932265,0.51637387,0.89263210,0.52735599,0.54077803,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.40000000,11981,9571,2410,0.82321900,0.87109059,0.83049556,0.82387336,0.85066968,0.87109059,0.63333333,0.81547619,0.57133303,0.68805593,0.63333333,0.54365079,0.87925357,0.91904361,0.50140295,0.89118393,0.51231556,0.52516778,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.42000000,11987,9452,2535,0.82354881,0.87366901,0.83254904,0.82431699,0.85074577,0.87366901,0.64166667,0.82797619,0.57768224,0.69440514,0.63333333,0.55198413,0.87925357,0.91904893,0.50088459,0.89139449,0.51131683,0.52517082,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.44000000,11978,9329,2649,0.82222955,0.86369549,0.82198768,0.82280965,0.83953888,0.86369549,0.63333333,0.77797619,0.52678926,0.68607180,0.58064516,0.50192012,0.87815587,0.91803670,0.50041510,0.89011300,0.51055199,0.52459240,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.46000000,11983,9209,2774,0.82222955,0.86359133,0.82136242,0.82289137,0.83846702,0.86359133,0.63333333,0.77797619,0.52678926,0.68607180,0.58064516,0.50192012,0.87815587,0.91781722,0.48641292,0.89005363,0.49630083,0.50989846,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.48000000,11982,9088,2894,0.82288918,0.87404788,0.83055603,0.82362926,0.84687305,0.87404788,0.64166667,0.82797619,0.57768224,0.69440514,0.63333333,0.55198413,0.87815587,0.91781722,0.48660480,0.89041632,0.49657992,0.50989846,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.50000000,11981,8967,3014,0.82222955,0.87465017,0.83136689,0.82308398,0.84768785,0.87465017,0.64166667,0.82797619,0.57768224,0.69440514,0.63333333,0.55198413,0.87650933,0.91657163,0.48581128,0.88867301,0.49498864,0.50920646,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.52000000,11986,8847,3139,0.82124011,0.86433480,0.81868219,0.82170276,0.83306773,0.86433480,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87486279,0.91554209,0.48526462,0.88710093,0.49451230,0.50863449,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.54000000,11977,8727,3250,0.82124011,0.86422761,0.81721118,0.82156450,0.83072401,0.86422761,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87541164,0.91602221,0.48543579,0.88744578,0.49470959,0.50890123,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.56000000,11979,8604,3375,0.82091029,0.86412654,0.81685418,0.82139283,0.82965439,0.86412654,0.63333333,0.77797619,0.52678926,0.68607180,0.58064516,0.50192012,0.87486279,0.91553202,0.48522145,0.88689139,0.49455553,0.50862890,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.58000000,11984,8485,3499,0.82091029,0.86324193,0.81535524,0.82127031,0.82776513,0.86324193,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87541164,0.91578712,0.48535042,0.88738991,0.49489688,0.50877062,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.60000000,11985,8366,3619,0.82058047,0.86309442,0.81644889,0.82104749,0.82941185,0.86309442,0.63333333,0.77797619,0.52678926,0.68607180,0.58064516,0.50192012,0.87486279,0.91152627,0.48391123,0.88681343,0.49438979,0.50640348,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.62000000,11976,8245,3731,0.82222955,0.85934933,0.81220078,0.82268087,0.82501494,0.85934933,0.62500000,0.75297619,0.48476163,0.68051625,0.54545455,0.45634921,0.87760703,0.91280701,0.48519432,0.89016330,0.49545972,0.50711500,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.64000000,11988,8126,3862,0.82222955,0.86058782,0.81277609,0.82268536,0.82555162,0.86058782,0.62500000,0.75297619,0.48476163,0.68051625,0.54545455,0.45634921,0.87705818,0.91680361,0.48666024,0.89035898,0.49645014,0.50933534,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.66000000,11982,8005,3977,0.82091029,0.86017361,0.81313983,0.82094012,0.82584016,0.86017361,0.62500000,0.75297619,0.49991043,0.68051625,0.56250000,0.47061012,0.87486279,0.91413504,0.46082948,0.88855952,0.47115827,0.48112371,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.68000000,11987,7886,4101,0.82058047,0.86550724,0.81546672,0.82047771,0.82634215,0.86550724,0.63333333,0.77797619,0.52678926,0.68607180,0.58064516,0.50192012,0.87431394,0.91600318,0.46055562,0.88750810,0.46998888,0.48210693,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.70000000,11979,7762,4217,0.82124011,0.86556477,0.81574784,0.82140007,0.82647223,0.86556477,0.63333333,0.77797619,0.52678926,0.68607180,0.58064516,0.50192012,0.87541164,0.91628221,0.46161123,0.88942713,0.47145214,0.48225379,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.72000000,11978,7642,4336,0.82222955,0.86590950,0.81700603,0.82185264,0.82804400,0.86590950,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87705818,0.91804111,0.46200941,0.89054630,0.47224584,0.48317953,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.74000000,11980,7522,4458,0.82255937,0.86596237,0.81715709,0.82226337,0.82835354,0.86596237,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87760703,0.91829752,0.46228861,0.89126314,0.47241937,0.48331448,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.76000000,11984,7402,4582,0.82058047,0.86564427,0.81666468,0.82021314,0.82735985,0.86564427,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87431394,0.91675474,0.46148883,0.88825870,0.47114324,0.48250249,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.78000000,11978,7279,4699,0.82189974,0.86607409,0.81810808,0.82171353,0.82939419,0.86607409,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87541164,0.91675240,0.46215337,0.88989399,0.47179239,0.48250126,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.80000000,11974,7157,4817,0.82321900,0.86645141,0.81838744,0.82297261,0.82964133,0.86645141,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87760703,0.91849541,0.46304831,0.89191147,0.47264216,0.48341864,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.82000000,11988,7042,4946,0.82189974,0.86601712,0.81785599,0.82184488,0.82934518,0.86601712,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87541164,0.91647610,0.46223537,0.88991086,0.47112631,0.48235584,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.84000000,11984,6919,5065,0.82156992,0.86592252,0.81748437,0.82137136,0.82812497,0.86592252,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87486279,0.91621568,0.45026777,0.88943362,0.45876438,0.46985420,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.86000000,11980,6799,5181,0.82025066,0.86060561,0.81372449,0.81998608,0.82551472,0.86060561,0.62500000,0.75297619,0.47050394,0.68051625,0.52941176,0.44292717,0.87321625,0.91542867,0.44923850,0.88761995,0.45680551,0.46945060,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.88000000,11985,6677,5308,0.81992084,0.86559010,0.81610724,0.81966262,0.82624033,0.86559010,0.63333333,0.77797619,0.49486264,0.68607180,0.54545455,0.47150072,0.87211855,0.91460347,0.43738007,0.88685437,0.44511886,0.45730174,0.96655518,0.92412323,0.51209122,0.97509162,0.51264750,0.51340179
4380,0.90000000,11979,6557,5422,0.81992084,0.86567858,0.81597139,0.81980747,0.82600582,0.86567858,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.87211855,0.91466684,0.44849184,0.88635352,0.45609867,0.46905992,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.92000000,11978,6437,5541,0.81827177,0.86521582,0.81497379,0.81840468,0.82445675,0.86521582,0.63333333,0.77797619,0.51032710,0.68607180,0.56250000,0.48623512,0.86882547,0.91133549,0.44677687,0.88345462,0.45377724,0.46735153,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
4380,0.94000000,11987,6317,5670,0.81563325,0.86490918,0.81164918,0.81609595,0.81802853,0.86490918,0.63333333,0.77797619,0.52678926,0.68607180,0.58064516,0.50192012,0.86333699,0.90956624,0.42229463,0.87887572,0.42704060,0.44369085,0.95986622,0.92157546,0.46022867,0.97166055,0.46137432,0.46078773
4380,0.96000000,11980,6195,5785,0.81398417,0.86431143,0.80950597,0.81418895,0.81484229,0.86431143,0.63333333,0.77797619,0.54434891,0.68607180,0.60000000,0.51865079,0.86114160,0.90775411,0.42172745,0.87808903,0.42693419,0.44280688,0.95652174,0.91924988,0.45740819,0.96828893,0.45659807,0.45962494
4380,0.98000000,11981,6078,5903,0.81167546,0.86348791,0.80830016,0.81251373,0.81332014,0.86348791,0.63333333,0.77797619,0.54434891,0.68607180,0.60000000,0.51865079,0.85729967,0.90376003,0.42093469,0.87500779,0.42654075,0.44085855,0.95652174,0.91924988,0.45740819,0.96828893,0.45659807,0.45962494
4380,1.00000000,12028,5968,6060,0.81200528,0.86266826,0.80733512,0.81297306,0.81271895,0.86266826,0.63333333,0.77797619,0.54434891,0.68607180,0.60000000,0.51865079,0.85839737,0.90097519,0.41772418,0.87534403,0.42275701,0.43950009,0.95652174,0.91924988,0.45740819,0.96828893,0.45659807,0.45962494
6381,0.00000000,11981,11981,0,0.82156992,0.83973460,0.80792632,0.82201111,0.83784007,0.83973460,0.58333333,0.69880952,0.46374972,0.63694482,0.53125000,0.43675595,0.88529089,0.92600093,0.58740174,0.89635029,0.59872181,0.61733395,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.02000000,11980,11863,117,0.82091029,0.83941037,0.80929727,0.82138643,0.84309270,0.83941037,0.58333333,0.69880952,0.47870939,0.63694482,0.54838710,0.45084485,0.88309550,0.92449890,0.56747435,0.89424201,0.57853664,0.59645091,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.04000000,11985,11740,245,0.82156992,0.84995754,0.82008191,0.82199866,0.85350722,0.84995754,0.59166667,0.74880952,0.52799970,0.64527815,0.60000000,0.49920635,0.88309550,0.92426381,0.54985935,0.89455127,0.56095442,0.57766488,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.06000000,11983,11621,362,0.82255937,0.85629134,0.82506699,0.82340142,0.85462580,0.85629134,0.59166667,0.74880952,0.52799970,0.64527815,0.60000000,0.49920635,0.88254665,0.92400871,0.54963369,0.89377545,0.56041374,0.57750544,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.08000000,11975,11499,476,0.82288918,0.85644521,0.82374779,0.82370798,0.85232525,0.85644521,0.59166667,0.74880952,0.51096745,0.64527815,0.58064516,0.48310292,0.88309550,0.92475498,0.55007481,0.89442416,0.56077686,0.57797186,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.10000000,11986,11381,605,0.82189974,0.85623824,0.82313407,0.82248807,0.85124529,0.85623824,0.59166667,0.74880952,0.51096745,0.64527815,0.58064516,0.48310292,0.88144896,0.92375118,0.54962079,0.89281341,0.56024294,0.57734449,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.12000000,11984,11257,727,0.82354881,0.85797971,0.82304956,0.82375177,0.85002714,0.85797971,0.59166667,0.74880952,0.51096745,0.64527815,0.58064516,0.48310292,0.88309550,0.92525285,0.53379532,0.89432499,0.54460896,0.56075930,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.14000000,11983,11138,845,0.82189974,0.85743185,0.82248822,0.82199166,0.84930758,0.85743185,0.59166667,0.74880952,0.51096745,0.64527815,0.58064516,0.48310292,0.88090011,0.92398463,0.53305630,0.89221776,0.54352255,0.55999068,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.16000000,11978,11014,964,0.82189974,0.84701714,0.81144903,0.82172200,0.83512590,0.84701714,0.58333333,0.69880952,0.46374972,0.63694482,0.53125000,0.43675595,0.88144896,0.92327487,0.51740299,0.89293883,0.52814295,0.54310287,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.18000000,11980,10896,1084,0.82189974,0.84779392,0.81270838,0.82173651,0.83925095,0.84779392,0.58333333,0.69880952,0.44969670,0.63694482,0.51515152,0.42352092,0.88090011,0.92301446,0.53270654,0.89230910,0.54371112,0.55940270,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.20000000,11985,10776,1209,0.82222955,0.84779998,0.81376847,0.82204140,0.84111950,0.84779998,0.58333333,0.69880952,0.46374972,0.63694482,0.53125000,0.43675595,0.88090011,0.92302400,0.53267219,0.89217727,0.54403474,0.55940849,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.22000000,11978,10655,1323,0.82156992,0.85069914,0.81632101,0.82127223,0.84142172,0.85069914,0.60000000,0.71547619,0.48838681,0.65194482,0.54838710,0.46159754,0.87980241,0.92250164,0.54897377,0.89101807,0.56082157,0.57656352,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.24000000,11979,10536,1443,0.82156992,0.84877362,0.81494177,0.82106769,0.83948445,0.84877362,0.59166667,0.70714286,0.48408573,0.64527815,0.54838710,0.45622120,0.88199780,0.92402668,0.53340504,0.89352729,0.54459135,0.56001617,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.26000000,11977,10414,1563,0.82156992,0.84947412,0.81331440,0.82063319,0.83587916,0.84947412,0.59166667,0.70714286,0.46895805,0.64527815,0.53125000,0.44196429,0.88035126,0.92325745,0.51713540,0.89142204,0.52829975,0.54309262,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.28000000,11983,10295,1688,0.82255937,0.85169802,0.81898740,0.82237099,0.84801443,0.85169802,0.60000000,0.71964286,0.48145805,0.65861149,0.56250000,0.44977679,0.88090011,0.92082910,0.54938279,0.89233726,0.56109343,0.57551819,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.30000000,11979,10172,1807,0.82288918,0.85332183,0.82066298,0.82276195,0.84928947,0.85332183,0.60833333,0.72797619,0.48562472,0.66527815,0.56250000,0.45498512,0.88144896,0.92108551,0.54956055,0.89294606,0.56113622,0.57567844,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.32000000,11980,10054,1926,0.82189974,0.85272486,0.81973066,0.82167778,0.84807098,0.85272486,0.60833333,0.72797619,0.48562472,0.66527815,0.56250000,0.45498512,0.88035126,0.91957910,0.54912918,0.89237136,0.56107239,0.57473694,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.34000000,11980,9931,2049,0.82091029,0.85117766,0.81603281,0.82076085,0.83833989,0.85117766,0.60000000,0.71964286,0.48145805,0.65861149,0.56250000,0.44977679,0.87815587,0.91830533,0.51587059,0.89018736,0.52678676,0.54017961,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.36000000,11988,9813,2175,0.82156992,0.86234604,0.82685246,0.82148704,0.84863505,0.86234604,0.60833333,0.76964286,0.52924702,0.66694482,0.61290323,0.49654378,0.87815587,0.91830533,0.50113356,0.89018417,0.51172350,0.52474591,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.38000000,11978,9690,2288,0.82222955,0.86325394,0.82780972,0.82234882,0.84962809,0.86325394,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.87925357,0.91882770,0.51625451,0.89117890,0.52696303,0.54048688,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.40000000,11981,9571,2410,0.82255937,0.86354031,0.82872200,0.82274712,0.85073266,0.86354031,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.87925357,0.91882770,0.51625451,0.89117890,0.52696303,0.54048688,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.42000000,11987,9452,2535,0.82255937,0.86411305,0.82899900,0.82260045,0.85119052,0.86411305,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.87925357,0.91882770,0.53182118,0.89091534,0.54277802,0.55686527,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.44000000,11978,9329,2649,0.82189974,0.86419359,0.82549466,0.82207474,0.84603229,0.86419359,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.87760703,0.91782944,0.53099810,0.88902114,0.54201874,0.55626027,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.46000000,11983,9209,2774,0.82189974,0.86403913,0.82336686,0.82240899,0.84233978,0.86403913,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.87815587,0.91808031,0.51572209,0.89031890,0.52659483,0.54004724,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.48000000,11982,9088,2894,0.82288918,0.86416883,0.82351481,0.82361462,0.84241555,0.86416883,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.88035126,0.92009824,0.50188239,0.89253889,0.51244655,0.52577042,0.96989967,0.92539712,0.51433286,0.97843362,0.51648352,0.51410951
6381,0.50000000,11981,8967,3014,0.82321900,0.86422170,0.82399008,0.82398328,0.84348965,0.86422170,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.88090011,0.92035465,0.51685742,0.89296812,0.52753224,0.54138509,0.96989967,0.92539712,0.57862447,0.97843362,0.58104396,0.57837320
6381,0.52000000,11986,8847,3139,0.82354881,0.86402248,0.82448501,0.82478887,0.84435566,0.86402248,0.61666667,0.77797619,0.53354810,0.67361149,0.61290323,0.50192012,0.88144896,0.91938844,0.53253444,0.89380143,0.54327289,0.55720512,0.96989967,0.92539712,0.57862447,0.97843362,0.58104396,0.57837320
6381,0.54000000,11977,8727,3250,0.82255937,0.86406694,0.82316923,0.82306040,0.84276559,0.86406694,0.60833333,0.77440476,0.53090709,0.66405983,0.61290323,0.49961598,0.87980241,0.91863007,0.51666814,0.89190386,0.52737464,0.54037063,0.96989967,0.92539712,0.57862447,0.97843362,0.58104396,0.57837320
6381,0.56000000,11979,8604,3375,0.82156992,0.86394205,0.82178144,0.82195093,0.84005908,0.86394205,0.60833333,0.77440476,0.53090709,0.66405983,0.61290323,0.49961598,0.87815587,0.91802432,0.48772753,0.89079136,0.49784103,0.51001351,0.96655518,0.92412323,0.57610262,0.97509162,0.57672844,0.57757702
6381,0.58000000,11984,8485,3499,0.82222955,0.86427878,0.82363105,0.82270391,0.84730598,0.86427878,0.60833333,0.77440476,0.53090709,0.66405983,0.61290323,0.49961598,0.87870472,0.91826857,0.50165168,0.89114663,0.51245443,0.52472490,0.96655518,0.92412323,0.57610262,0.97509162,0.57672844,0.57757702
6381,0.60000000,11985,8366,3619,0.82124011,0.86411935,0.82161921,0.82170070,0.84002387,0.86411935,0.60833333,0.77440476,0.53090709,0.66405983,0.61290323,0.49961598,0.87705818,0.91749533,0.48700524,0.88946474,0.49775013,0.50971963,0.96655518,0.92412323,0.57610262,0.97509162,0.57672844,0.57757702
6381,0.62000000,11976,8245,3731,0.82058047,0.86396595,0.82260999,0.82119829,0.84190502,0.86396595,0.60833333,0.77440476,0.53090709,0.66405983,0.61290323,0.49961598,0.87596048,0.91675134,0.50056061,0.88827422,0.51120415,0.52385791,0.96655518,0.92412323,0.57610262,0.97509162,0.57672844,0.57757702
